token_row_index,token_id,segment_id,text,text_stripped,start_sec,end_sec,duration_sec,is_empty,is_punctuation_like,prev_text,next_text,prev_end_sec,next_start_sec,gap_from_prev_sec,gap_to_next_sec,is_repeat_with_prev,near_30s_boundary,has_diar_overlap,best_overlap_sec,best_overlap_ratio,total_overlap_sec,total_overlap_ratio,best_speaker,best_diar_segment_id,speaker_count_overlapping
891,891,,,,316.36,316.46,0.0999999999999659,True,False,,,316.36,316.46,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
892,892,,,,316.46,316.5,0.040000000000020464,True,False,,,316.46,316.5,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
893,893,,,,316.5,316.62,0.12000000000000455,True,False,,,316.5,316.62,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
894,894,,,,316.62,316.74,0.12000000000000455,True,False,,,316.62,316.74,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
895,895,,,,316.74,316.9,0.15999999999996817,True,False,,,316.74,316.9,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
896,896,,,,316.9,317.02,0.12000000000000455,True,False,,,316.9,317.08,0.0,0.060000000000002274,False,False,False,0.0,0.0,0.0,0.0,,,0
897,897,,,,317.08,317.14,0.060000000000002274,True,False,,,317.02,317.14,0.060000000000002274,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
898,898,,,,317.14,317.22,0.08000000000004093,True,False,,,317.14,317.22,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
899,899,,,,317.22,317.34,0.1199999999999477,True,False,,,317.22,317.34,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
900,900,,,,317.34,317.5,0.160000000000025,True,False,,,317.34,317.5,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
901,901,,,,317.5,317.6,0.10000000000002274,True,False,,,317.5,317.6,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
902,902,,,,317.6,317.68,0.07999999999998408,True,False,,,317.6,317.68,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
903,903,,,,317.68,317.74,0.060000000000002274,True,False,,,317.68,317.74,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
904,904,,,,317.74,318.0,0.2599999999999909,True,False,,,317.74,318.0,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
905,905,,,,318.0,318.12,0.12000000000000455,True,False,,,318.0,318.12,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
906,906,,,,318.12,318.18,0.060000000000002274,True,False,,,318.12,318.18,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
907,907,,,,318.18,318.72,0.5400000000000205,True,False,,,318.18,318.72,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
908,908,,,,318.72,318.86,0.13999999999998636,True,False,,,318.72,318.86,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
909,909,,,,318.86,319.06,0.19999999999998863,True,False,,,318.86,319.06,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
910,910,,,,319.06,319.22,0.160000000000025,True,False,,,319.06,319.22,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
911,911,,,,319.22,319.5,0.2799999999999727,True,False,,,319.22,319.5,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
912,912,,,,319.5,319.78,0.2799999999999727,True,False,,,319.5,319.78,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
913,913,,,,319.78,320.18,0.4000000000000341,True,False,,,319.78,320.26,0.0,0.07999999999998408,False,False,False,0.0,0.0,0.0,0.0,,,0
914,914,,,,320.26,320.4,0.13999999999998636,True,False,,,320.18,320.4,0.07999999999998408,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
915,915,,,,320.4,320.48,0.08000000000004093,True,False,,,320.4,320.48,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
916,916,,,,320.48,320.54,0.060000000000002274,True,False,,,320.48,320.54,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
917,917,,,,320.54,320.62,0.07999999999998408,True,False,,,320.54,320.62,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
918,918,,,,320.62,321.02,0.39999999999997726,True,False,,,320.62,321.02,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
919,919,,,,321.02,321.52,0.5,True,False,,,321.02,321.52,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
920,920,,,,321.52,321.74,0.22000000000002728,True,False,,,321.52,321.74,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
921,921,,,,321.74,321.88,0.13999999999998636,True,False,,,321.74,321.88,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
922,922,,,,321.88,321.94,0.060000000000002274,True,False,,,321.88,321.94,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
923,923,,,,321.94,322.24,0.30000000000001137,True,False,,,321.94,322.24,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
924,924,,,,322.24,322.3,0.060000000000002274,True,False,,,322.24,322.3,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
925,925,,,,322.3,322.38,0.07999999999998408,True,False,,,322.3,322.38,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
926,926,,,,322.38,322.76,0.37999999999999545,True,False,,,322.38,323.22,0.0,0.4600000000000364,False,False,False,0.0,0.0,0.0,0.0,,,0
927,927,,,,323.22,323.54,0.3199999999999932,True,False,,,322.76,323.54,0.4600000000000364,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
928,928,,,,323.54,323.7,0.15999999999996817,True,False,,,323.54,323.7,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
929,929,,,,323.7,323.8,0.10000000000002274,True,False,,,323.7,323.8,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
930,930,,,,323.8,324.36,0.5600000000000023,True,False,,,323.8,324.36,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
931,931,,,,324.36,324.58,0.21999999999997044,True,False,,,324.36,324.58,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
932,932,,,,324.58,324.7,0.12000000000000455,True,False,,,324.58,324.7,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
933,933,,,,324.7,325.04,0.34000000000003183,True,False,,,324.7,325.64,0.0,0.5999999999999659,False,False,False,0.0,0.0,0.0,0.0,,,0
934,934,,,,325.64,325.96,0.3199999999999932,True,False,,,325.04,325.96,0.5999999999999659,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
935,935,,,,325.96,326.0,0.040000000000020464,True,False,,,325.96,326.0,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
936,936,,,,326.0,326.04,0.040000000000020464,True,False,,,326.0,326.04,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
937,937,,,,326.04,326.08,0.03999999999996362,True,False,,,326.04,326.08,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
938,938,,,,326.08,326.38,0.30000000000001137,True,False,,,326.08,326.38,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
939,939,,,,326.38,326.52,0.13999999999998636,True,False,,,326.38,326.52,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
940,940,,,,326.52,326.62,0.10000000000002274,True,False,,,326.52,326.62,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
941,941,,,,326.62,326.84,0.21999999999997044,True,False,,,326.62,326.84,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
942,942,,,,326.84,327.26,0.4200000000000159,True,False,,,326.84,327.34,0.0,0.07999999999998408,False,False,False,0.0,0.0,0.0,0.0,,,0
943,943,,,,327.34,328.02,0.6800000000000068,True,False,,,327.26,328.02,0.07999999999998408,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
944,944,,,,328.02,328.12,0.10000000000002274,True,False,,,328.02,328.12,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
945,945,,,,328.12,328.28,0.15999999999996817,True,False,,,328.12,328.28,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
946,946,,,,328.28,328.56,0.28000000000002956,True,False,,,328.28,328.62,0.0,0.060000000000002274,False,False,False,0.0,0.0,0.0,0.0,,,0
947,947,,,,328.62,328.78,0.15999999999996817,True,False,,,328.56,328.78,0.060000000000002274,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
948,948,,,,328.78,328.84,0.060000000000002274,True,False,,,328.78,328.84,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
949,949,,,,328.84,328.92,0.08000000000004093,True,False,,,328.84,328.92,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
950,950,,,,328.92,329.18,0.2599999999999909,True,False,,,328.92,329.18,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
951,951,,,,329.18,329.38,0.19999999999998863,True,False,,,329.18,329.38,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
952,952,,,,329.38,329.48,0.10000000000002274,True,False,,,329.38,329.48,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
953,953,,,,329.48,329.64,0.15999999999996817,True,False,,,329.48,329.66,0.0,0.020000000000038654,False,False,False,0.0,0.0,0.0,0.0,,,0
954,954,,,,329.66,329.82,0.15999999999996817,True,False,,,329.64,329.82,0.020000000000038654,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
955,955,,,,329.82,329.94,0.12000000000000455,True,False,,,329.82,329.94,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
956,956,,,,329.94,330.02,0.07999999999998408,True,False,,,329.94,330.02,0.0,0.0,False,True,False,0.0,0.0,0.0,0.0,,,0
957,957,,,,330.02,330.16,0.1400000000000432,True,False,,,330.02,330.16,0.0,0.0,False,True,False,0.0,0.0,0.0,0.0,,,0
958,958,,,,330.16,330.5,0.339999999999975,True,False,,,330.16,330.5,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
959,959,,,,330.5,331.64,1.1399999999999864,True,False,,,330.5,331.64,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
960,960,,,,331.64,331.78,0.13999999999998636,True,False,,,331.64,331.78,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
961,961,,,,331.78,331.96,0.18000000000000682,True,False,,,331.78,331.96,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
962,962,,,,331.96,332.1,0.1400000000000432,True,False,,,331.96,332.1,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
963,963,,,,332.1,332.4,0.2999999999999545,True,False,,,332.1,332.4,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
964,964,,,,332.4,332.66,0.26000000000004775,True,False,,,332.4,332.78,0.0,0.1199999999999477,False,False,False,0.0,0.0,0.0,0.0,,,0
965,965,,,,332.78,332.88,0.10000000000002274,True,False,,,332.66,332.88,0.1199999999999477,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
966,966,,,,332.88,332.94,0.060000000000002274,True,False,,,332.88,332.94,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
967,967,,,,332.94,333.06,0.12000000000000455,True,False,,,332.94,333.06,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
968,968,,,,333.06,333.2,0.13999999999998636,True,False,,,333.06,333.2,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
969,969,,,,333.2,333.2,0.0,True,False,,,333.2,333.2,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
970,970,,,,333.2,333.26,0.060000000000002274,True,False,,,333.2,333.26,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
971,971,,,,333.26,333.3,0.040000000000020464,True,False,,,333.26,333.3,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
972,972,,,,333.3,333.3,0.0,True,False,,,333.3,333.3,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
973,973,,,,333.3,333.38,0.07999999999998408,True,False,,,333.3,333.38,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
974,974,,,,333.38,333.66,0.28000000000002956,True,False,,,333.38,333.66,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
975,975,,,,333.66,334.14,0.47999999999996135,True,False,,,333.66,334.14,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
976,976,,,,334.14,334.32,0.18000000000000682,True,False,,,334.14,334.32,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
977,977,,,,334.32,334.38,0.060000000000002274,True,False,,,334.32,334.38,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
978,978,,,,334.38,334.62,0.2400000000000091,True,False,,,334.38,334.7,0.0,0.07999999999998408,False,False,False,0.0,0.0,0.0,0.0,,,0
979,979,,,,334.7,334.8,0.10000000000002274,True,False,,,334.62,334.8,0.07999999999998408,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
980,980,,,,334.8,334.92,0.12000000000000455,True,False,,,334.8,334.92,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
981,981,,,,334.92,335.42,0.5,True,False,,,334.92,335.42,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
982,982,,,,335.42,335.92,0.5,True,False,,,335.42,335.92,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
983,983,,,,335.92,336.22,0.30000000000001137,True,False,,,335.92,336.22,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
984,984,,,,336.22,337.04,0.8199999999999932,True,False,,,336.22,337.04,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
985,985,,,,337.04,337.5,0.45999999999997954,True,False,,,337.04,337.5,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
986,986,,,,337.5,338.32,0.8199999999999932,True,False,,,337.5,338.32,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
987,987,,,,338.32,338.9,0.5799999999999841,True,False,,,338.32,338.9,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
988,988,,,,338.9,339.34,0.4399999999999977,True,False,,,338.9,339.34,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
989,989,,,,339.34,339.54,0.20000000000004547,True,False,,,339.34,339.54,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
990,990,,,,339.54,340.1,0.5600000000000023,True,False,,,339.54,340.1,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
991,991,,,,340.1,340.12,0.01999999999998181,True,False,,,340.1,340.12,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
992,992,,,,340.12,340.2,0.07999999999998408,True,False,,,340.12,340.2,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
993,993,,,,340.2,340.42,0.22000000000002728,True,False,,,340.2,340.42,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
994,994,,,,340.42,340.62,0.19999999999998863,True,False,,,340.42,341.2,0.0,0.5799999999999841,False,False,False,0.0,0.0,0.0,0.0,,,0
995,995,,,,341.2,341.52,0.3199999999999932,True,False,,,340.62,341.52,0.5799999999999841,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
996,996,,,,341.52,341.76,0.2400000000000091,True,False,,,341.52,341.76,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
997,997,,,,341.76,341.92,0.160000000000025,True,False,,,341.76,341.92,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
998,998,,,,341.92,342.16,0.2400000000000091,True,False,,,341.92,342.22,0.0,0.060000000000002274,False,False,False,0.0,0.0,0.0,0.0,,,0
999,999,,,,342.22,342.44,0.21999999999997044,True,False,,,342.16,342.44,0.060000000000002274,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1000,1000,,,,342.44,342.52,0.07999999999998408,True,False,,,342.44,342.52,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1001,1001,,,,342.52,342.76,0.2400000000000091,True,False,,,342.52,342.76,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1002,1002,,,,342.76,343.12,0.36000000000001364,True,False,,,342.76,343.12,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1003,1003,,,,343.12,343.86,0.7400000000000091,True,False,,,343.12,343.86,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1004,1004,,,,343.86,344.02,0.15999999999996817,True,False,,,343.86,344.02,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1005,1005,,,,344.02,344.08,0.060000000000002274,True,False,,,344.02,344.08,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1006,1006,,,,344.08,344.66,0.5800000000000409,True,False,,,344.08,344.66,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1007,1007,,,,344.66,345.92,1.259999999999991,True,False,,,344.66,346.36,0.0,0.4399999999999977,False,False,False,0.0,0.0,0.0,0.0,,,0
1008,1008,,,,346.36,346.68,0.3199999999999932,True,False,,,345.92,346.68,0.4399999999999977,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1009,1009,,,,346.68,346.8,0.12000000000000455,True,False,,,346.68,346.8,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1010,1010,,,,346.8,346.94,0.13999999999998636,True,False,,,346.8,346.94,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1011,1011,,,,346.94,347.14,0.19999999999998863,True,False,,,346.94,347.14,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1012,1012,,,,347.14,347.34,0.19999999999998863,True,False,,,347.14,347.34,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1013,1013,,,,347.34,347.72,0.3800000000000523,True,False,,,347.34,348.18,0.0,0.45999999999997954,False,False,False,0.0,0.0,0.0,0.0,,,0
1014,1014,,,,348.18,348.54,0.36000000000001364,True,False,,,347.72,348.6,0.45999999999997954,0.060000000000002274,False,False,False,0.0,0.0,0.0,0.0,,,0
1015,1015,,,,348.6,348.72,0.12000000000000455,True,False,,,348.54,348.72,0.060000000000002274,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1016,1016,,,,348.72,348.88,0.15999999999996817,True,False,,,348.72,348.88,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1017,1017,,,,348.88,348.96,0.07999999999998408,True,False,,,348.88,348.96,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1018,1018,,,,348.96,349.16,0.20000000000004547,True,False,,,348.96,349.16,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1019,1019,,,,349.16,350.86,1.6999999999999886,True,False,,,349.16,350.86,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1020,1020,,,,350.86,350.92,0.060000000000002274,True,False,,,350.86,350.92,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1021,1021,,,,350.92,351.46,0.5399999999999636,True,False,,,350.92,351.88,0.0,0.4200000000000159,False,False,False,0.0,0.0,0.0,0.0,,,0
1022,1022,,,,351.88,352.24,0.36000000000001364,True,False,,,351.46,352.24,0.4200000000000159,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1023,1023,,,,352.24,352.38,0.13999999999998636,True,False,,,352.24,352.38,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1024,1024,,,,352.38,352.6,0.22000000000002728,True,False,,,352.38,352.6,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1025,1025,,,,352.6,352.76,0.15999999999996817,True,False,,,352.6,352.76,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1026,1026,,,,352.76,353.3,0.5400000000000205,True,False,,,352.76,353.3,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1027,1027,,,,353.3,353.42,0.12000000000000455,True,False,,,353.3,353.42,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1028,1028,,,,353.42,353.8,0.37999999999999545,True,False,,,353.42,353.8,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1029,1029,,,,353.8,354.06,0.2599999999999909,True,False,,,353.8,354.06,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1030,1030,,,,354.06,355.02,0.9599999999999795,True,False,,,354.06,355.02,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1031,1031,,,,355.02,355.44,0.4200000000000159,True,False,,,355.02,355.44,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1032,1032,,,,355.44,355.62,0.18000000000000682,True,False,,,355.44,355.62,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1033,1033,,,,355.62,355.84,0.21999999999997044,True,False,,,355.62,355.84,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1034,1034,,,,355.84,356.5,0.660000000000025,True,False,,,355.84,356.54,0.0,0.040000000000020464,False,False,False,0.0,0.0,0.0,0.0,,,0
1035,1035,,,,356.54,357.1,0.5600000000000023,True,False,,,356.5,357.1,0.040000000000020464,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1036,1036,,,,357.1,357.48,0.37999999999999545,True,False,,,357.1,357.48,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1037,1037,,,,357.48,358.04,0.5600000000000023,True,False,,,357.48,358.04,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1038,1038,,,,358.04,358.44,0.39999999999997726,True,False,,,358.04,358.44,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1039,1039,,,,358.44,358.52,0.07999999999998408,True,False,,,358.44,358.52,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1040,1040,,,,358.52,358.62,0.10000000000002274,True,False,,,358.52,358.62,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1041,1041,,,,358.62,358.72,0.10000000000002274,True,False,,,358.62,358.72,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1042,1042,,,,358.72,358.98,0.2599999999999909,True,False,,,358.72,358.98,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1043,1043,,,,358.98,359.18,0.19999999999998863,True,False,,,358.98,359.18,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1044,1044,,,,359.18,359.4,0.21999999999997044,True,False,,,359.18,359.4,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1045,1045,,,,359.4,359.9,0.5,True,False,,,359.4,359.9,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1046,1046,,,,359.9,360.14,0.2400000000000091,True,False,,,359.9,360.14,0.0,0.0,False,True,False,0.0,0.0,0.0,0.0,,,0
1047,1047,,,,360.14,360.96,0.8199999999999932,True,False,,,360.14,361.04,0.0,0.08000000000004093,False,True,False,0.0,0.0,0.0,0.0,,,0
1048,1048,,,,361.04,361.2,0.15999999999996817,True,False,,,360.96,361.2,0.08000000000004093,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1049,1049,,,,361.2,361.4,0.19999999999998863,True,False,,,361.2,361.4,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1050,1050,,,,361.4,361.92,0.5200000000000387,True,False,,,361.4,361.92,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1051,1051,,,,361.92,362.46,0.5399999999999636,True,False,,,361.92,362.46,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1052,1052,,,,362.46,362.64,0.18000000000000682,True,False,,,362.46,362.64,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1053,1053,,,,362.64,362.74,0.10000000000002274,True,False,,,362.64,362.74,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1054,1054,,,,362.74,363.16,0.4200000000000159,True,False,,,362.74,363.16,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1055,1055,,,,363.16,363.28,0.1199999999999477,True,False,,,363.16,363.28,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1056,1056,,,,363.28,363.74,0.4600000000000364,True,False,,,363.28,363.74,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1057,1057,,,,363.74,363.96,0.21999999999997044,True,False,,,363.74,363.96,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1058,1058,,,,363.96,364.16,0.20000000000004547,True,False,,,363.96,364.16,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1059,1059,,,,364.16,364.24,0.07999999999998408,True,False,,,364.16,364.24,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1060,1060,,,,364.24,364.38,0.13999999999998636,True,False,,,364.24,364.38,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1061,1061,,,,364.38,364.5,0.12000000000000455,True,False,,,364.38,364.5,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1062,1062,,,,364.5,364.84,0.339999999999975,True,False,,,364.5,365.14,0.0,0.30000000000001137,False,False,False,0.0,0.0,0.0,0.0,,,0
1063,1063,,,,365.14,365.5,0.36000000000001364,True,False,,,364.84,365.5,0.30000000000001137,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1064,1064,,,,365.5,365.76,0.2599999999999909,True,False,,,365.5,365.76,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1065,1065,,,,365.76,365.96,0.19999999999998863,True,False,,,365.76,365.96,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1066,1066,,,,365.96,366.08,0.12000000000000455,True,False,,,365.96,366.08,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1067,1067,,,,366.08,366.46,0.37999999999999545,True,False,,,366.08,366.46,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1068,1068,,,,366.46,366.96,0.5,True,False,,,366.46,366.98,0.0,0.020000000000038654,False,False,False,0.0,0.0,0.0,0.0,,,0
1069,1069,,,,366.98,367.24,0.2599999999999909,True,False,,,366.96,367.24,0.020000000000038654,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1070,1070,,,,367.24,367.98,0.7400000000000091,True,False,,,367.24,367.98,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1071,1071,,,,367.98,368.4,0.4199999999999591,True,False,,,367.98,368.4,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1072,1072,,,,368.4,368.78,0.37999999999999545,True,False,,,368.4,368.78,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1073,1073,,,,368.78,369.28,0.5,True,False,,,368.78,369.28,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1074,1074,,,,369.28,370.1,0.82000000000005,True,False,,,369.28,370.1,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1075,1075,,,,370.1,370.2,0.0999999999999659,True,False,,,370.1,370.2,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
1076,1076,,,,370.2,370.62,0.4200000000000159,True,False,,,370.2,370.68,0.0,0.060000000000002274,False,False,False,0.0,0.0,0.0,0.0,,,0
1077,1077,,,,370.68,370.84,0.15999999999996817,True,False,,,370.62,370.84,0.060000000000002274,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0
