token_row_index,token_id,segment_id,text,text_stripped,start_sec,end_sec,duration_sec,is_empty,is_punctuation_like,prev_text,next_text,prev_end_sec,next_start_sec,gap_from_prev_sec,gap_to_next_sec,is_repeat_with_prev,near_30s_boundary,has_diar_overlap,best_overlap_sec,best_overlap_ratio,total_overlap_sec,total_overlap_ratio,best_speaker,best_diar_segment_id,speaker_count_overlapping,gap_from_prev_sec_filled
16090,16090,,,,6133.14,6133.62,0.47999999999956344,True,False,,,6130.34,6133.62,2.800000000000182,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.800000000000182
33611,33611,,,,13582.42,13582.94,0.5200000000004366,True,False,,,13579.66,13582.94,2.7600000000002183,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.7600000000002183
28151,28151,,,,11639.380000000001,11639.78,0.3999999999996362,True,False,,,11636.68,11639.78,2.7000000000007276,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.7000000000007276
31992,31992,,,,12874.3,12874.58,0.28000000000065484,True,False,,,12871.6,12874.58,2.6999999999989086,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.6999999999989086
11852,11852,,,,4562.9,4563.5,0.6000000000003638,True,False,,,4560.26,4565.86,2.639999999999418,2.3599999999996726,False,False,False,0.0,0.0,0.0,0.0,,,0,2.639999999999418
29288,29288,,,,12001.56,12001.64,0.07999999999992724,True,False,,,11998.92,12001.64,2.639999999999418,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.639999999999418
37041,37041,,,,14739.58,14740.02,0.4400000000005093,True,False,,,14736.96,14740.02,2.6200000000008004,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.6200000000008004
29785,29785,,,,12177.52,12177.92,0.3999999999996362,True,False,,,12174.92,12177.92,2.600000000000364,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.600000000000364
31423,31423,,,,12724.16,12724.72,0.5599999999994907,True,False,,,12721.56,12724.72,2.600000000000364,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.600000000000364
37781,37781,,,,15001.58,15001.98,0.3999999999996362,True,False,,,14998.98,15001.98,2.600000000000364,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.600000000000364
5860,5860,,,,1902.8,1903.32,0.5199999999999818,True,False,,,1900.2,1903.38,2.599999999999909,0.060000000000172804,False,False,False,0.0,0.0,0.0,0.0,,,0,2.599999999999909
39283,39283,,,,15492.46,15492.98,0.5200000000004366,True,False,,,15489.86,15492.98,2.599999999998545,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.599999999998545
